id_registro,fecha,finca,zona,producto,cantidad,unidad,precio_unitario,turno,observacion
3463,2026-04-15,El Porvenir,norte,yuca,203.88,kilos,933,noche,revisar registro
3464,2026-02-25,La Pradera,centro,yuca,62.1,kilos,1576,manana,normal
3465,2026-04-11,El Porvenir,sur,yuca,194.73,kilos,1250,noche,lluvia
3466,2026-03-24,La Esperanza,norte,queso,35.83,kilos,7551,noche,normal
3467,2026-05-16,La Pradera,sur,leche,35.96,litros,2107,manana,baja produccion
3468,2026-05-30,La Pradera,occidente,leche,34.07,litros,2130,manana,normal
3469,2026-02-19,San Miguel,oriente,leche,21.82,litros,2433,tarde,normal
3470,2026-02-09,San Miguel,norte,yuca,44.68,kilos,1345,tarde,normal
3471,2026-03-02,San Miguel,oriente,yuca,165.3,kilos,1201,tarde,revisar registro
3472,2026-01-12,Buenos Aires,oriente,huevo,156,unidades,476,noche,normal
3473,2026-05-27,Buenos Aires,sur,leche,17.26,litros,2234,tarde,baja produccion
3474,2026-05-31,El Porvenir,sur,huevo,170,unidades,453,manana,normal
3475,2026-01-07,El Porvenir,centro,queso,34.4,kilos,8903,manana,lluvia
3476,2026-03-23,El Progreso,centro,huevo,129,unidades,500,manana,normal
3477,2026-04-01,El Progreso,sur,yuca,227.72,kilos,1010,manana,normal
3478,2026-03-15,San Miguel,oriente,maiz,83.08,kilos,1414,manana,revisar registro
3479,2026-01-26,La Esperanza,occidente,huevo,116,unidades,510,manana,normal
3480,2026-03-16,El Progreso,occidente,leche,43.32,litros,2333,tarde,normal
3481,2026-01-14,El Porvenir,oriente,queso,24.81,kilos,7637,manana,normal
3482,2026-01-22,Buenos Aires,oriente,queso,25.62,kilos,7116,tarde,normal
3483,2026-05-25,El Porvenir,norte,queso,32.4,kilos,7120,manana,revisar registro
3484,2026-02-27,La Esperanza,oriente,leche,13.01,litros,2273,manana,revisar registro
3485,2026-01-09,El Progreso,occidente,yuca,124.44,kilos,1325,manana,normal
3486,2026-04-08,Buenos Aires,norte,yuca,82.57,kilos,1262,tarde,baja produccion
3487,2026-03-31,Buenos Aires,centro,huevo,98,unidades,515,tarde,normal
3488,2026-03-21,El Porvenir,centro,queso,20.82,kilos,8226,manana,lluvia
3489,2026-01-27,La Esperanza,oriente,maiz,329.06,kilos,1338,manana,normal
3490,2026-05-28,La Pradera,sur,huevo,180,unidades,610,manana,normal
3491,2026-03-08,San Miguel,occidente,leche,42.48,litros,1927,tarde,revisar registro
3492,2026-05-14,El Porvenir,sur,huevo,76,unidades,448,noche,normal
3493,2026-01-17,El Porvenir,norte,huevo,179,unidades,655,noche,normal
3494,2026-05-06,El Porvenir,norte,maiz,60.55,kilos,1876,noche,lluvia
3495,2026-05-05,Buenos Aires,occidente,yuca,178.21,kilos,1119,manana,normal
3496,2026-03-21,San Miguel,oriente,yuca,170.8,kilos,1583,noche,normal
3497,2026-03-26,El Progreso,oriente,yuca,210.15,kilos,964,noche,lluvia
3498,2026-05-08,El Progreso,sur,yuca,129.88,kilos,1338,manana,lluvia
3499,2026-04-08,El Progreso,occidente,huevo,110,unidades,460,noche,baja produccion
3500,2026-03-07,El Porvenir,norte,yuca,45.26,kilos,1278,tarde,normal
3501,2026-01-26,La Esperanza,sur,huevo,110,unidades,570,noche,baja produccion
3502,2026-02-27,San Miguel,occidente,huevo,73,unidades,688,tarde,revisar registro
3503,2026-01-08,El Porvenir,oriente,leche,37.97,litros,2742,noche,normal
3504,2026-05-28,San Miguel,occidente,maiz,76.04,kilos,1622,manana,normal
3505,2026-03-19,La Esperanza,occidente,yuca,142.56,kilos,1331,noche,lluvia
3506,2026-03-02,El Porvenir,norte,maiz,275.07,kilos,1476,tarde,normal
3507,2026-01-19,La Esperanza,norte,huevo,151,unidades,577,noche,baja produccion
3508,2026-01-23,La Esperanza,centro,maiz,112.25,kilos,1357,noche,normal
3509,2026-01-08,El Progreso,sur,maiz,104.36,kilos,1872,manana,baja produccion
3510,2026-04-02,La Pradera,occidente,yuca,65.56,kilos,914,tarde,normal
3511,2026-01-16,La Esperanza,sur,maiz,150.7,kilos,1433,noche,baja produccion
3512,2026-05-28,El Porvenir,sur,yuca,187.63,kilos,1038,tarde,normal
3513,2026-02-20,El Porvenir,sur,huevo,92,unidades,386,manana,revisar registro
3514,2026-03-13,La Pradera,centro,maiz,193.2,kilos,1372,manana,revisar registro
3515,2026-01-05,San Miguel,norte,yuca,158.17,kilos,1200,manana,normal
3516,2026-02-21,La Esperanza,occidente,leche,24.43,litros,2675,tarde,normal
3517,2026-01-12,El Progreso,oriente,maiz,158.7,kilos,1883,noche,normal
3518,2026-05-20,El Progreso,norte,leche,8.14,litros,2506,tarde,baja produccion
3519,2026-05-04,La Esperanza,sur,maiz,71.28,kilos,1528,noche,lluvia
3520,2026-05-10,El Progreso,sur,huevo,78,unidades,686,manana,baja produccion
3521,2026-04-24,Buenos Aires,norte,leche,44.32,litros,2022,manana,baja produccion
3522,2026-03-18,El Progreso,sur,leche,21.54,litros,2633,tarde,normal
3523,2026-02-04,San Miguel,centro,yuca,199.67,kilos,1024,tarde,normal
3524,2026-04-19,El Progreso,centro,maiz,137.67,kilos,1402,manana,baja produccion
3525,2026-05-06,El Progreso,centro,huevo,47,unidades,487,noche,normal
3526,2026-05-13,San Miguel,oriente,huevo,152,unidades,407,noche,baja produccion
3527,2026-01-23,La Pradera,norte,yuca,93.67,kilos,1138,noche,normal
3528,2026-02-08,El Porvenir,centro,huevo,106,unidades,436,noche,lluvia
3529,2026-05-09,La Pradera,oriente,huevo,132,unidades,580,manana,normal
3530,2026-04-18,La Esperanza,centro,huevo,139,unidades,646,manana,lluvia
3531,2026-02-23,Buenos Aires,norte,huevo,115,unidades,699,noche,lluvia
3532,2026-02-18,El Porvenir,occidente,maiz,199.83,kilos,1541,tarde,baja produccion
3533,2026-01-01,La Esperanza,norte,huevo,35,unidades,481,noche,lluvia
3534,2026-03-26,La Pradera,centro,yuca,180.65,kilos,1343,noche,baja produccion
3535,2026-04-29,El Progreso,occidente,leche,22.34,litros,2028,manana,normal
3536,2026-04-19,El Progreso,centro,maiz,99.26,kilos,1590,tarde,revisar registro
3537,2026-04-24,Buenos Aires,norte,leche,30.49,litros,2731,manana,normal
3538,2026-05-31,El Porvenir,occidente,leche,33.25,litros,2688,tarde,baja produccion
3539,2026-03-18,La Pradera,occidente,yuca,40.72,kilos,915,noche,normal
3540,2026-03-17,La Esperanza,sur,leche,23.4,litros,1912,noche,normal
3541,2026-02-22,La Pradera,oriente,yuca,222.31,kilos,1289,tarde,revisar registro
3542,2026-05-16,La Esperanza,oriente,huevo,59,unidades,634,tarde,lluvia
3543,2026-04-01,El Progreso,occidente,leche,41.36,litros,1950,noche,normal
3544,2026-04-02,El Progreso,norte,yuca,52.3,kilos,1468,tarde,lluvia
3545,2026-04-17,Buenos Aires,sur,huevo,72,unidades,571,noche,normal
3546,2026-01-12,Buenos Aires,sur,maiz,172.81,kilos,1257,noche,baja produccion
3547,2026-01-16,El Progreso,norte,yuca,55.72,kilos,1260,manana,baja produccion
3548,2026-01-19,El Progreso,norte,leche,24.69,litros,2428,noche,revisar registro
3549,2026-03-26,Buenos Aires,centro,huevo,85,unidades,451,noche,lluvia
3550,2026-05-31,San Miguel,norte,maiz,287.59,kilos,1391,tarde,normal
3551,2026-03-05,El Progreso,oriente,leche,30.09,litros,2375,noche,revisar registro
3552,2026-03-10,El Progreso,centro,yuca,168.85,kilos,1405,tarde,revisar registro
3553,2026-03-27,San Miguel,centro,maiz,252.99,kilos,1209,tarde,baja produccion
3554,2026-01-25,San Miguel,centro,huevo,126,unidades,649,noche,normal
3555,2026-01-19,El Progreso,norte,leche,20.13,litros,1878,manana,revisar registro
3556,2026-03-19,El Progreso,centro,yuca,128.69,kilos,978,noche,baja produccion
3557,2026-03-06,El Progreso,sur,queso,6.86,kilos,9319,tarde,normal
3558,2026-05-31,La Pradera,occidente,huevo,167,unidades,441,tarde,lluvia
3559,2026-02-23,San Miguel,norte,yuca,75.44,kilos,1201,manana,normal
3560,2026-01-22,El Progreso,occidente,maiz,156.33,kilos,1314,noche,normal
3561,2026-03-29,Buenos Aires,oriente,leche,32.84,litros,2476,manana,normal
3562,2026-04-13,La Esperanza,oriente,yuca,150.28,kilos,1130,manana,normal
3563,2026-04-04,El Porvenir,oriente,queso,6.0,kilos,6591,noche,revisar registro
3564,2026-04-10,El Porvenir,norte,leche,30.33,litros,2148,noche,lluvia
3565,2026-03-31,San Miguel,sur,huevo,62,unidades,533,manana,baja produccion
3566,2026-01-23,La Pradera,sur,queso,6.03,kilos,7734,manana,lluvia
3567,2026-04-30,La Esperanza,norte,queso,8.32,kilos,7380,noche,baja produccion
3568,2026-01-13,El Progreso,oriente,leche,28.17,litros,1882,tarde,revisar registro
3569,2026-01-07,La Pradera,sur,queso,18.79,kilos,8580,tarde,normal
3570,2026-01-31,La Esperanza,centro,maiz,202.11,kilos,1734,manana,lluvia
3571,2026-04-18,El Progreso,norte,queso,31.92,kilos,9782,noche,revisar registro
3572,2026-01-26,La Esperanza,sur,queso,4.75,kilos,8308,tarde,normal
3573,2026-02-19,El Progreso,norte,queso,29.22,kilos,8674,noche,lluvia
3574,2026-04-16,San Miguel,occidente,maiz,229.4,kilos,1635,noche,normal
3575,2026-03-28,El Porvenir,centro,maiz,229.61,kilos,1438,tarde,lluvia
3576,2026-01-18,El Porvenir,oriente,queso,34.54,kilos,9180,tarde,normal
3577,2026-02-27,La Pradera,sur,leche,32.87,litros,1968,manana,baja produccion
3578,2026-04-09,El Progreso,occidente,huevo,75,unidades,400,noche,lluvia
3579,2026-01-25,Buenos Aires,oriente,yuca,144.93,kilos,1594,tarde,baja produccion
3580,2026-03-19,El Porvenir,occidente,leche,11.55,litros,1876,tarde,normal
3581,2026-03-20,La Esperanza,norte,huevo,146,unidades,393,manana,revisar registro
3582,2026-01-31,Buenos Aires,occidente,leche,43.7,litros,2009,noche,normal
3583,2026-01-18,La Esperanza,sur,huevo,177,unidades,441,manana,baja produccion
3584,2026-05-15,La Esperanza,centro,queso,16.32,kilos,8149,noche,normal
3585,2026-02-09,El Porvenir,oriente,maiz,176.68,kilos,1483,noche,normal
3586,2026-02-13,El Porvenir,oriente,maiz,348.02,kilos,1790,noche,revisar registro
3587,2026-04-29,La Esperanza,centro,maiz,328.13,kilos,1804,tarde,baja produccion
3588,2026-02-06,San Miguel,oriente,huevo,163,unidades,372,noche,baja produccion
3589,2026-02-17,San Miguel,sur,leche,27.71,litros,2388,noche,normal
3590,2026-04-23,La Pradera,centro,leche,14.52,litros,2239,manana,normal
3591,2026-02-13,La Esperanza,centro,huevo,161,unidades,538,noche,baja produccion
3592,2026-01-20,San Miguel,occidente,maiz,116.14,kilos,1827,tarde,normal
3593,2026-05-28,El Progreso,occidente,huevo,105,unidades,408,tarde,normal
3594,2026-02-24,La Esperanza,oriente,huevo,175,unidades,415,manana,revisar registro
3595,2026-03-23,El Porvenir,occidente,queso,12.08,kilos,9223,tarde,lluvia
3596,2026-01-11,La Pradera,centro,yuca,67.68,kilos,1092,tarde,revisar registro
3597,2026-01-26,Buenos Aires,occidente,huevo,129,unidades,400,tarde,normal
3598,2026-01-01,La Esperanza,sur,queso,28.79,kilos,6667,tarde,revisar registro
3599,2026-03-18,La Esperanza,occidente,maiz,124.83,kilos,1725,manana,revisar registro
3600,2026-05-07,La Pradera,sur,maiz,326.02,kilos,1893,manana,normal
3601,2026-04-06,El Porvenir,norte,leche,8.52,litros,2390,manana,normal
3602,2026-01-21,La Pradera,sur,queso,24.08,kilos,7018,tarde,normal
3603,2026-03-17,Buenos Aires,norte,leche,37.16,litros,1921,manana,baja produccion
3604,2026-03-15,San Miguel,occidente,huevo,32,unidades,685,tarde,normal
3605,2026-03-27,La Esperanza,norte,queso,37.33,kilos,6977,noche,normal
3606,2026-03-11,El Progreso,sur,queso,9.36,kilos,8453,tarde,revisar registro
3607,2026-05-24,La Esperanza,centro,huevo,79,unidades,574,tarde,revisar registro
3608,2026-04-18,El Porvenir,sur,queso,7.4,kilos,6908,noche,lluvia
3609,2026-03-02,Buenos Aires,oriente,huevo,156,unidades,430,manana,lluvia
3610,2026-04-23,El Porvenir,occidente,leche,20.54,litros,2751,noche,normal
3611,2026-02-15,El Progreso,centro,queso,32.44,kilos,7288,noche,baja produccion
3612,2026-02-09,El Porvenir,norte,leche,20.64,litros,2250,tarde,lluvia
3613,2026-05-24,El Porvenir,norte,maiz,106.77,kilos,1852,manana,baja produccion
3614,2026-02-08,Buenos Aires,oriente,yuca,178.25,kilos,904,tarde,normal
3615,2026-02-02,El Porvenir,sur,yuca,124.98,kilos,1506,manana,lluvia
3616,2026-01-04,San Miguel,occidente,queso,33.88,kilos,9069,tarde,normal
3617,2026-01-11,El Porvenir,centro,huevo,119,unidades,575,noche,lluvia
3618,2026-05-12,La Pradera,occidente,maiz,279.44,kilos,1330,tarde,normal
3619,2026-05-11,Buenos Aires,norte,leche,13.13,litros,2382,manana,normal
3620,2026-04-07,Buenos Aires,sur,huevo,165,unidades,365,tarde,revisar registro
3621,2026-05-23,El Progreso,centro,queso,21.81,kilos,7589,tarde,revisar registro
3622,2026-02-17,San Miguel,oriente,maiz,271.34,kilos,1881,noche,baja produccion
3623,2026-04-15,El Porvenir,oriente,maiz,125.42,kilos,1677,tarde,normal
3624,2026-04-24,La Esperanza,sur,yuca,165.55,kilos,1317,noche,revisar registro
3625,2026-01-22,El Progreso,centro,leche,29.66,litros,2077,manana,normal
3626,2026-02-08,San Miguel,centro,queso,22.61,kilos,8004,noche,normal
3627,2026-04-28,La Esperanza,sur,yuca,100.46,kilos,1018,tarde,baja produccion
3628,2026-03-02,La Pradera,sur,leche,34.75,litros,2800,manana,baja produccion
3629,2026-03-23,San Miguel,norte,leche,27.19,litros,2716,manana,normal
3630,2026-05-06,Buenos Aires,occidente,huevo,153,unidades,392,tarde,lluvia
3631,2026-04-15,La Pradera,sur,queso,7.85,kilos,8941,noche,revisar registro
3632,2026-03-16,El Porvenir,occidente,leche,41.31,litros,2241,tarde,lluvia
3633,2026-03-19,Buenos Aires,norte,maiz,65.27,kilos,1208,tarde,normal
3634,2026-03-27,La Pradera,centro,maiz,137.43,kilos,1521,noche,revisar registro
3635,2026-04-20,La Esperanza,occidente,queso,22.79,kilos,8838,noche,normal
3636,2026-01-18,San Miguel,centro,queso,22.65,kilos,9769,manana,baja produccion
3637,2026-02-12,El Progreso,norte,leche,28.84,litros,2277,noche,revisar registro
3638,2026-05-12,Buenos Aires,sur,queso,12.13,kilos,8939,tarde,normal
3639,2026-03-12,El Progreso,norte,queso,27.21,kilos,6603,tarde,baja produccion
3640,2026-04-28,La Pradera,norte,yuca,164.53,kilos,1327,tarde,normal
3641,2026-02-15,La Pradera,centro,maiz,205.15,kilos,1826,manana,normal
3642,2026-04-26,San Miguel,sur,yuca,46.53,kilos,1205,manana,normal
3643,2026-02-02,El Porvenir,norte,leche,10.18,litros,2299,tarde,normal
3644,2026-03-13,La Esperanza,norte,huevo,23,unidades,472,noche,normal
3645,2026-05-22,San Miguel,centro,leche,19.9,litros,2533,noche,normal
3646,2026-03-31,La Esperanza,norte,leche,12.44,litros,2707,tarde,normal
3647,2026-02-13,La Pradera,centro,queso,12.03,kilos,7554,manana,normal
3648,2026-04-08,La Esperanza,occidente,queso,16.82,kilos,9285,manana,normal
3649,2026-01-19,La Esperanza,centro,leche,39.54,litros,2034,tarde,baja produccion
3650,2026-03-31,La Pradera,centro,queso,23.01,kilos,7309,manana,normal
3651,2026-03-01,El Progreso,sur,leche,22.16,litros,2507,noche,normal
3652,2026-05-14,El Progreso,occidente,maiz,291.87,kilos,1628,tarde,normal
3653,2026-01-13,La Pradera,occidente,leche,43.16,litros,1864,tarde,lluvia
3654,2026-02-02,El Porvenir,oriente,huevo,116,unidades,455,manana,revisar registro
3655,2026-02-02,El Porvenir,centro,leche,13.57,litros,2067,manana,lluvia
3656,2026-01-04,El Porvenir,oriente,queso,13.82,kilos,7945,manana,baja produccion
3657,2026-01-05,Buenos Aires,occidente,huevo,130,unidades,545,manana,normal
3658,2026-04-23,San Miguel,occidente,maiz,85.19,kilos,1301,noche,lluvia
3659,2026-03-10,La Pradera,sur,leche,17.24,litros,2300,manana,normal
3660,2026-04-22,Buenos Aires,occidente,leche,20.3,litros,2468,tarde,normal
3661,2026-05-16,San Miguel,norte,leche,15.83,litros,2477,noche,normal
3662,2026-01-29,San Miguel,norte,queso,16.78,kilos,6570,manana,lluvia
3663,2026-03-12,El Porvenir,oriente,maiz,220.85,kilos,1649,noche,normal
3664,2026-04-13,La Pradera,occidente,yuca,117.7,kilos,1130,tarde,baja produccion
3665,2026-01-22,El Progreso,occidente,yuca,73.97,kilos,1484,manana,normal
3666,2026-03-22,Buenos Aires,sur,huevo,108,unidades,388,manana,normal
3667,2026-01-12,El Progreso,occidente,queso,9.88,kilos,7559,manana,normal
3668,2026-02-12,San Miguel,sur,yuca,238.61,kilos,1138,noche,normal
3669,2026-05-19,La Pradera,occidente,huevo,110,unidades,507,tarde,revisar registro
3670,2026-05-16,La Pradera,centro,huevo,20,unidades,616,noche,revisar registro
3671,2026-02-21,La Pradera,centro,huevo,173,unidades,465,noche,normal
3672,2026-03-26,La Esperanza,norte,leche,33.66,litros,2335,manana,lluvia
3673,2026-02-28,La Pradera,occidente,huevo,61,unidades,631,noche,lluvia
3674,2026-05-31,Buenos Aires,sur,yuca,75.29,kilos,1600,manana,normal
3675,2026-05-25,El Progreso,sur,huevo,179,unidades,628,tarde,lluvia
3676,2026-03-21,El Progreso,norte,maiz,215.93,kilos,1652,manana,lluvia
3677,2026-02-25,La Esperanza,sur,leche,38.68,litros,1993,noche,normal
3678,2026-03-25,La Pradera,occidente,yuca,160.22,kilos,1174,tarde,baja produccion
3679,2026-02-27,San Miguel,centro,queso,25.18,kilos,8957,tarde,revisar registro
3680,2026-02-21,Buenos Aires,norte,huevo,58,unidades,544,tarde,normal
3681,2026-02-08,El Progreso,occidente,leche,23.77,litros,1922,noche,normal
3682,2026-01-10,El Porvenir,norte,queso,10.59,kilos,8186,manana,normal
3683,2026-03-11,La Esperanza,oriente,queso,27.25,kilos,6879,manana,normal
3684,2026-05-31,La Esperanza,sur,queso,11.74,kilos,9250,manana,normal
3685,2026-05-04,Buenos Aires,sur,maiz,198.74,kilos,1377,noche,baja produccion
3686,2026-02-23,La Pradera,occidente,leche,10.14,litros,2645,tarde,normal
3687,2026-05-06,El Porvenir,sur,huevo,67,unidades,541,manana,lluvia
3688,2026-05-01,El Porvenir,occidente,yuca,205.42,kilos,1541,noche,baja produccion
3689,2026-05-10,La Pradera,centro,yuca,46.44,kilos,1344,noche,normal
3690,2026-02-15,El Porvenir,occidente,yuca,174.52,kilos,1330,manana,normal
3691,2026-05-31,El Porvenir,sur,maiz,305.47,kilos,1749,noche,normal
3692,2026-01-15,La Esperanza,oriente,maiz,184.13,kilos,1868,noche,baja produccion
3693,2026-03-02,El Porvenir,sur,yuca,190.39,kilos,1573,noche,normal
3694,2026-02-07,San Miguel,norte,maiz,229.04,kilos,1881,noche,normal
3695,2026-01-11,La Esperanza,occidente,huevo,44,unidades,438,noche,normal
3696,2026-02-07,Buenos Aires,norte,huevo,72,unidades,505,noche,revisar registro
3697,2026-04-22,Buenos Aires,sur,leche,34.1,litros,2354,noche,normal
3698,2026-02-11,La Pradera,occidente,maiz,203.29,kilos,1775,manana,normal
3699,2026-01-06,El Porvenir,oriente,leche,35.57,litros,2553,noche,normal
3700,2026-02-05,Buenos Aires,oriente,yuca,87.71,kilos,965,noche,normal
3701,2026-02-19,El Porvenir,occidente,yuca,120.17,kilos,1198,tarde,normal
3702,2026-02-04,La Esperanza,sur,maiz,197.34,kilos,1854,manana,normal
3703,2026-04-19,La Esperanza,centro,huevo,136,unidades,429,tarde,revisar registro
3704,2026-01-29,El Porvenir,occidente,leche,16.88,litros,2196,noche,normal
3705,2026-03-29,La Pradera,occidente,queso,8.56,kilos,8912,manana,lluvia
3706,2026-01-19,La Esperanza,oriente,huevo,132,unidades,420,tarde,normal
3707,2026-05-10,Buenos Aires,norte,leche,44.96,litros,2377,tarde,normal
3708,2026-04-01,La Esperanza,occidente,huevo,160,unidades,539,tarde,revisar registro
3709,2026-03-10,La Pradera,norte,huevo,163,unidades,649,noche,lluvia
3710,2026-01-03,San Miguel,occidente,huevo,99,unidades,424,tarde,revisar registro
3711,2026-04-15,Buenos Aires,oriente,yuca,249.15,kilos,1491,manana,normal
3712,2026-04-08,El Porvenir,centro,queso,17.68,kilos,8981,manana,normal
3713,2026-02-05,La Pradera,sur,leche,11.69,litros,2056,tarde,normal
3714,2026-05-20,El Progreso,oriente,yuca,116.75,kilos,1355,noche,normal
3715,2026-05-26,El Porvenir,oriente,queso,6.21,kilos,9678,noche,normal
3716,2026-01-20,La Pradera,occidente,leche,8.83,litros,2168,noche,lluvia
3717,2026-01-15,Buenos Aires,sur,huevo,78,unidades,611,tarde,revisar registro
3718,2026-03-08,Buenos Aires,centro,maiz,223.52,kilos,1567,tarde,baja produccion
3719,2026-03-29,La Pradera,norte,leche,26.78,litros,2442,tarde,revisar registro
3720,2026-01-09,San Miguel,oriente,leche,32.45,litros,1912,manana,normal
3721,2026-03-03,Buenos Aires,oriente,huevo,46,unidades,589,tarde,baja produccion
3722,2026-05-14,El Progreso,occidente,queso,17.28,kilos,7232,noche,normal
3723,2026-01-21,La Pradera,centro,huevo,126,unidades,394,tarde,revisar registro
3724,2026-01-18,San Miguel,centro,queso,29.01,kilos,6694,tarde,revisar registro
3725,2026-02-01,La Pradera,sur,maiz,229.74,kilos,1624,noche,baja produccion
3726,2026-03-13,La Esperanza,centro,yuca,69.48,kilos,1085,noche,normal
3727,2026-01-25,La Pradera,oriente,maiz,80.38,kilos,1734,manana,normal
3728,2026-05-30,San Miguel,oriente,queso,6.77,kilos,9214,tarde,normal
3729,2026-04-17,El Porvenir,norte,yuca,78.44,kilos,951,manana,normal
3730,2026-01-07,La Esperanza,occidente,huevo,67,unidades,518,noche,normal
3731,2026-01-27,La Pradera,centro,leche,10.98,litros,1963,noche,lluvia
3732,2026-05-27,El Progreso,sur,maiz,258.39,kilos,1882,manana,revisar registro
3733,2026-05-11,La Pradera,oriente,yuca,71.19,kilos,1226,tarde,normal
3734,2026-01-28,El Progreso,oriente,yuca,47.41,kilos,1336,noche,revisar registro
3735,2026-05-23,La Pradera,norte,maiz,69.93,kilos,1277,tarde,lluvia
3736,2026-05-24,El Porvenir,sur,leche,36.21,litros,2019,tarde,baja produccion
3737,2026-05-29,Buenos Aires,occidente,queso,34.29,kilos,6803,tarde,baja produccion
3738,2026-02-09,La Pradera,sur,maiz,297.2,kilos,1584,tarde,lluvia
3739,2026-03-10,La Esperanza,sur,maiz,269.8,kilos,1261,noche,normal
3740,2026-01-07,La Pradera,oriente,queso,16.65,kilos,6588,manana,baja produccion
3741,2026-04-30,La Pradera,occidente,yuca,127.22,kilos,1452,manana,baja produccion
3742,2026-03-03,San Miguel,norte,leche,12.11,litros,1908,manana,baja produccion
3743,2026-05-14,La Pradera,sur,queso,24.55,kilos,6700,tarde,normal
3744,2026-01-30,El Progreso,oriente,yuca,134.89,kilos,1206,manana,normal
3745,2026-03-18,Buenos Aires,oriente,leche,39.16,litros,2664,noche,baja produccion
3746,2026-01-09,El Porvenir,sur,queso,30.75,kilos,8387,noche,revisar registro
3747,2026-05-05,Buenos Aires,sur,leche,33.64,litros,2521,tarde,baja produccion
3748,2026-04-09,Buenos Aires,occidente,huevo,127,unidades,425,noche,revisar registro
3749,2026-04-09,La Pradera,centro,queso,12.49,kilos,7557,manana,baja produccion
3750,2026-03-11,San Miguel,centro,huevo,97,unidades,557,tarde,baja produccion
3751,2026-03-30,El Progreso,norte,huevo,80,unidades,533,noche,lluvia
3752,2026-04-09,El Progreso,sur,maiz,276.1,kilos,1830,tarde,normal
3753,2026-02-12,La Pradera,centro,maiz,63.01,kilos,1263,manana,revisar registro
3754,2026-04-27,San Miguel,centro,yuca,160.83,kilos,1584,noche,revisar registro
3755,2026-04-13,San Miguel,norte,yuca,227.52,kilos,985,noche,revisar registro
3756,2026-01-24,El Progreso,sur,maiz,248.7,kilos,1220,manana,normal
3757,2026-03-03,La Pradera,oriente,maiz,212.82,kilos,1482,tarde,baja produccion
3758,2026-02-09,La Pradera,occidente,maiz,176.04,kilos,1643,tarde,revisar registro
3759,2026-01-27,La Esperanza,sur,maiz,266.1,kilos,1632,manana,normal
3760,2026-03-11,La Esperanza,sur,maiz,200.82,kilos,1260,manana,normal
3761,2026-03-04,El Porvenir,norte,yuca,230.67,kilos,943,manana,baja produccion
3762,2026-02-25,La Pradera,occidente,maiz,123.75,kilos,1716,manana,lluvia
3763,2026-01-18,La Pradera,centro,maiz,73.33,kilos,1366,manana,normal
3764,2026-02-11,San Miguel,oriente,yuca,76.35,kilos,1344,noche,normal
3765,2026-02-02,El Progreso,centro,huevo,162,unidades,409,noche,lluvia
3766,2026-05-22,La Esperanza,occidente,maiz,285.79,kilos,1840,noche,baja produccion
3767,2026-01-03,El Progreso,centro,leche,15.77,litros,2103,manana,normal
3768,2026-02-03,El Progreso,centro,maiz,217.39,kilos,1573,manana,normal
3769,2026-05-14,El Porvenir,sur,yuca,40.68,kilos,1467,tarde,normal
3770,2026-04-23,Buenos Aires,oriente,queso,12.35,kilos,6688,tarde,normal
3771,2026-04-23,Buenos Aires,centro,leche,14.49,litros,2544,noche,baja produccion
3772,2026-01-28,El Porvenir,centro,leche,41.32,litros,2470,manana,normal
3773,2026-03-02,Buenos Aires,norte,yuca,194.84,kilos,1173,tarde,lluvia
3774,2026-04-22,La Pradera,sur,maiz,172.83,kilos,1607,noche,normal
3775,2026-03-01,El Progreso,oriente,huevo,91,unidades,637,manana,normal
3776,2026-04-05,Buenos Aires,centro,leche,22.81,litros,2468,manana,normal
3777,2026-03-03,El Porvenir,centro,huevo,152,unidades,419,tarde,revisar registro
3778,2026-03-03,La Pradera,centro,leche,28.99,litros,1978,noche,baja produccion
3779,2026-03-05,La Esperanza,occidente,maiz,278.4,kilos,1350,tarde,normal
3780,2026-03-25,La Esperanza,sur,queso,17.28,kilos,7690,noche,normal
3781,2026-05-21,Buenos Aires,sur,huevo,109,unidades,407,noche,baja produccion
3782,2026-02-02,La Esperanza,norte,huevo,101,unidades,677,manana,normal
3783,2026-05-31,El Porvenir,centro,maiz,257.94,kilos,1254,noche,baja produccion
3784,2026-03-13,La Pradera,norte,huevo,180,unidades,398,noche,normal
3785,2026-01-02,San Miguel,norte,maiz,195.06,kilos,1405,manana,normal
3786,2026-03-04,El Porvenir,centro,maiz,243.52,kilos,1706,noche,normal
3787,2026-05-03,La Pradera,centro,leche,23.38,litros,2766,manana,normal
3788,2026-05-12,La Pradera,centro,yuca,207.16,kilos,987,noche,normal
3789,2026-05-16,El Progreso,centro,huevo,39,unidades,521,manana,normal
3790,2026-03-13,San Miguel,centro,maiz,148.21,kilos,1868,tarde,normal
3791,2026-02-06,Buenos Aires,oriente,leche,28.8,litros,1884,noche,normal
3792,2026-04-01,La Esperanza,occidente,queso,38.99,kilos,8616,noche,baja produccion
3793,2026-01-07,La Pradera,sur,huevo,179,unidades,484,noche,normal
3794,2026-02-07,La Pradera,oriente,huevo,64,unidades,503,noche,normal
3795,2026-05-21,El Porvenir,norte,huevo,80,unidades,665,manana,normal
3796,2026-01-29,La Esperanza,sur,leche,23.31,litros,2698,manana,normal
3797,2026-01-28,Buenos Aires,centro,maiz,314.07,kilos,1690,noche,revisar registro
3798,2026-05-01,El Progreso,oriente,huevo,86,unidades,355,tarde,normal
3799,2026-05-13,Buenos Aires,norte,queso,15.99,kilos,9716,tarde,normal
